CASEID,DOBM,DOBY,IDATMM,IDATYY,CASE,RESPID,NUMUNION,NUMMAR,NUMCOHMR,HOWBEG01,HOWEND01,COHMAR01,BEGDAT01,BEGFLG01,ENDDAT01,ENDFLG01,MARDAT01,MARFLG01,SEPDAT01,SEPFLG01,DIVDAT01,DIVFLG01,WIDDAT01,WIDFLG01,COHDAT01,COHFLG01,HOWBEG02,HOWEND02,COHMAR02,BEGDAT02,BEGFLG02,ENDDAT02,ENDFLG02,MARDAT02,MARFLG02,SEPDAT02,SEPFLG02,DIVDAT02,DIVFLG02,WIDDAT02,WIDFLG02,COHDAT02,COHFLG02,HOWBEG03,HOWEND03,COHMAR03,BEGDAT03,BEGFLG03,ENDDAT03,ENDFLG03,MARDAT03,MARFLG03,SEPDAT03,SEPFLG03,DIVDAT03,DIVFLG03,WIDDAT03,WIDFLG03,COHDAT03,COHFLG03,HOWBEG04,HOWEND04,COHMAR04,BEGDAT04,BEGFLG04,ENDDAT04,ENDFLG04,MARDAT04,MARFLG04,SEPDAT04,SEPFLG04,DIVDAT04,DIVFLG04,WIDDAT04,WIDFLG04,COHDAT04,COHFLG04,HOWBEG05,HOWEND05,COHMAR05,BEGDAT05,BEGFLG05,ENDDAT05,ENDFLG05,MARDAT05,MARFLG05,SEPDAT05,SEPFLG05,DIVDAT05,DIVFLG05,WIDDAT05,WIDFLG05,COHDAT05,COHFLG05,HOWBEG06,HOWEND06,COHMAR06,BEGDAT06,BEGFLG06,ENDDAT06,ENDFLG06,MARDAT06,MARFLG06,SEPDAT06,SEPFLG06,DIVDAT06,DIVFLG06,WIDDAT06,WIDFLG06,COHDAT06,COHFLG06,HOWBEG07,HOWEND07,COHMAR07,BEGDAT07,BEGFLG07,ENDDAT07,ENDFLG07,MARDAT07,MARFLG07,SEPDAT07,SEPFLG07,DIVDAT07,DIVFLG07,WIDDAT07,WIDFLG07,COHDAT07,COHFLG07,HOWBEG08,HOWEND08,COHMAR08,BEGDAT08,BEGFLG08,ENDDAT08,ENDFLG08,MARDAT08,MARFLG08,SEPDAT08,SEPFLG08,DIVDAT08,DIVFLG08,WIDDAT08,WIDFLG08,COHDAT08,COHFLG08,HOWBEG09,HOWEND09,COHMAR09,BEGDAT09,BEGFLG09,ENDDAT09,ENDFLG09,MARDAT09,MARFLG09,SEPDAT09,SEPFLG09,DIVDAT09,DIVFLG09,WIDDAT09,WIDFLG09,COHDAT09,COHFLG09,HOWBEG10,HOWEND10,COHMAR10,BEGDAT10,BEGFLG10,ENDDAT10,ENDFLG10,MARDAT10,MARFLG10,SEPDAT10,SEPFLG10,DIVDAT10,DIVFLG10,WIDDAT10,WIDFLG10,COHDAT10,COHFLG10,DUPFLG,M2CP01,M2DP01,BKMK2,CHKPTM,birth_month,M499A,M528,M535,M536,M537,M538,M583A,M583B,M583C,M584,E904,E1006,E1341,SAMWT,MARCOHAB,CURMARCO,coh_t,mar_t,weeks,hours,work,married,cohab,state,unil,eq,birth,age_eq,age_uni
6417,8,51,5,2001,57979,R,1,1,1,coh,div,cohab,921,Mo and yr given,966,Mo and yr given,934,Mo and yr given,957,Mo and yr given,966,Mo and yr given,,,921,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,620,Ohio,YES,45,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,196000,NOT COHAB-DIVORCED,INAPPLICABLE,1,1,1,45,45,0,0,Ohio,1992,1981,1952,29,40
6421,8,52,5,2001,58015,R,1,1,0,mar,intact,did not cohab,997,Mo and yr given,0,Mo and yr given,997,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,632,Illinois,YES,36,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,INAPPLICABLE,YES,98000,MARRIED/LIVE W/SP,997,0,1,1,36,36,1,0,Illinois,0,1977,1953,24,
6423,7,45,4,2001,58028,R,1,1,1,coh,intact,cohab,1060,Mo and yr given,0,Mo and yr given,1066,Mo and yr given,0,Mo and yr given,,,,,1060,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,547,Pennsylvania,YES,45,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,98000,NOT COHAB-NVR MRRD,INAPPLICABLE,0,0,1,45,45,0,0,Pennsylvania,0,1980,1946,34,
6424,8,48,5,2001,58031,R,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,MALE,COHAB NOT CIRCLED,INAPPLICABLE,584,Wisconsin,YES,50,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,98000,NOT COHAB-NVR MRRD,INAPPLICABLE,0,0,1,50,50,0,0,Wisconsin,1978,0,1949,,29
6429,2,51,12,2002,58116,R,1,1,1,coh,intact,cohab,930,Mo and yr given,0,Mo and yr given,938,Mo and yr given,0,Mo and yr given,,,,,930,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,614,Idaho,YES,50,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,938,1,1,1,50,50,1,0,Idaho,1961,0,1951,,10
6433,1,51,4,2002,58140,R,1,1,0,mar,intact,did not cohab,1036,Mo and yr given,0,Mo and yr given,1036,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,613,Utah,YES,15,INAPPLICABLE,YES,INAPPLICABLE,48,0,4,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1036,0,1,.92307693,15,13.846154,1,0,Utah,1987,1927,1951,-24,36
6440,8,53,10,2002,58179,R,3,3,2,coh,div,cohab,887,Mo and yr given,889,Mo and yr given,888,Mo and yr given,889,Mo and yr given,889,Mo and yr given,,,887,Mo and yr given,mar,div,No,942,Mo and yr given,1018,Mo and yr given,942,Mo and yr given,1014,Mo and yr given,1018,Mo and yr given,,,,,coh,div,Yes,1036,Mo and yr given,1090,Mo and yr given,1038,Mo and yr given,1077,Mo and yr given,1090,Mo and yr given,,,1036,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,644,Georgia,YES,41,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1038,1,1,1,41,41,1,0,Georgia,1973,1984,1954,30,19
6446,1,51,3,2002,58254,R,1,1,0,mar,div,did not cohab,861,Mo and yr given,1224,Mo and yr given,861,Mo and yr given,1218,Mo and yr given,1224,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,613,Alabama,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,861,0,1,1,40,40,1,0,Alabama,1971,1984,1951,33,20
6453,12,48,1,2003,58406,R,2,2,1,mar,div,did not cohab,855,Mo and yr given,872,Mo and yr given,855,Mo and yr given,870,Mo and yr given,872,Mo and yr given,,,,,coh,intact,Yes,897,Mo and yr given,0,Mo and yr given,906,Mo and yr given,0,Mo and yr given,,,,,897,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,588,Michigan,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,906,1,1,1,40,40,1,0,Michigan,1972,1927,1949,-22,23
6456,6,51,7,2001,58451,R,2,0,0,coh,sep,did not cohab,988,Mo and yr given,996,Mo and yr given,0,Mo and yr given,996,Mo and yr given,,,,,988,Mo and yr given,coh,sep,No,1054,Mo and yr given,1108,Mo and yr given,0,Mo and yr given,1108,Mo and yr given,,,,,1054,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,MALE,COHABITING CIRCLED,INAPPLICABLE,618,California,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,INAPPLICABLE,YES,98000,COHABIT-NEVR MARRIED,1054,1,0,1,40,40,0,1,California,1970,0,1952,,18
6459,10,54,10,2001,58472,R,1,1,1,coh,intact,cohab,966,Mth alloc midyr,0,Mo and yr given,981,Mo and yr given,0,Mo and yr given,,,,,966,Mth alloc midyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,658,(Russia) Soviet Union/U.S.S.R.,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO ANSWER,YES,196000,MARRIED/LIVE W/SP,981,1,1,1,40,40,1,0,(Russia) Soviet Union/U.S.S.R.,0,0,1955,,
6463,9,49,8,2001,58485,R,1,1,1,coh,div,cohab,1028,Mo and yr given,1145,Mo and yr given,1032,Mo and yr given,1137,Mo and yr given,1145,Mo and yr given,,,1028,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,597,Kentucky,YES,55,INAPPLICABLE,NO,45,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,98000,MARRIED/LIVE W/SP,1032,1,1,1,45,45,1,0,Kentucky,1972,1976,1950,26,22
6473,9,54,4,2002,58616,R,1,1,0,mar,intact,did not cohab,1038,Mo and yr given,0,Mo and yr given,1038,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,657,Illinois,YES,43,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1038,0,1,1,43,43,1,0,Illinois,0,1977,1955,22,
6480,9,50,3,2001,58666,R,1,1,0,mar,div,did not cohab,876,Mo and yr given,1034,Mo and yr given,876,Mo and yr given,965,Mo and yr given,1034,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,609,Indiana,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,98000,NOT COHAB-DIVORCED,INAPPLICABLE,0,1,1,40,40,0,0,Indiana,1973,1927,1951,-24,22
6481,4,54,8,2001,58741,R,2,2,0,mar,div,did not cohab,908,Mo and yr given,958,Mo and yr given,908,Mo and yr given,958,Mo and yr given,958,Mo and yr given,,,,,mar,intact,No,978,Mo and yr given,0,Mo and yr given,978,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,652,Ohio,YES,NONE,YES,INAPPLICABLE,20,50,2,0,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,196000,MARRIED/LIVE W/SP,978,0,1,1,20,20,1,0,Ohio,1992,1981,1954,27,38
6483,5,50,3,2002,58759,R,2,2,1,coh,div,cohab,899,Mo and yr given,953,Mo and yr given,901,Mo and yr given,953,Mo and yr given,953,Mo and yr given,,,899,Mo and yr given,mar,wid,No,966,Mo and yr given,1219,Mo and yr given,966,Mo and yr given,0,Mo and yr given,,,1219,Mth and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,605,California,YES,30,INAPPLICABLE,YES,INAPPLICABLE,46,6,6,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,966,1,1,1,30,30,1,0,California,1970,0,1950,,20
6485,8,53,8,2001,58767,R,2,2,1,mar,div,did not cohab,869,Mo and yr given,891,Mo and yr given,869,Mo and yr given,879,Mo and yr given,891,Mo and yr given,,,,,coh,intact,Yes,1045,Mo and yr given,0,Mo and yr given,1049,Mo and yr given,0,Mo and yr given,,,,,1045,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,644,California,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,98000,MARRIED/LIVE W/SP,1049,1,1,1,40,40,1,0,California,1970,0,1954,,16
6491,9,53,3,2002,58796,R,1,1,0,mar,intact,did not cohab,883,Mo and yr given,0,Mo and yr given,883,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,645,Indiana,YES,38,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,883,0,1,1,38,38,1,0,Indiana,1973,1927,1954,-27,19
6493,7,45,2,2002,58800,R,2,2,0,mar,div,did not cohab,855,Mo and yr given,970,Mo alloc from season,855,Mo and yr given,958,Mo and yr given,970,Mo alloc from season,,,,,mar,intact,No,997,Mo and yr given,0,Mo and yr given,997,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,547,California,YES,24,INAPPLICABLE,NO,40,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,997,0,1,1,40,40,1,0,California,1970,0,1946,,24
6501,7,46,8,2001,58919,R,1,1,0,mar,intact,did not cohab,788,Mo and yr given,0,Mo and yr given,788,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,559,Kentucky,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,INAPPLICABLE,YES,111916,MARRIED/LIVE W/SP,788,0,1,0,0,0,1,0,Kentucky,1972,1976,1947,29,25
6505,11,46,8,2001,58935,R,2,2,1,coh,div,cohab,882,Mo and yr given,1071,Mo and yr given,894,Mo and yr given,1067,Mo and yr given,1071,Mo and yr given,,,882,Mo and yr given,mar,intact,No,1089,Mo and yr given,0,Mo and yr given,1089,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,563,Massachusetts,YES,75,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,196000,MARRIED/LIVE W/SP,894,1,1,1,75,75,1,0,Massachusetts,1975,1974,1947,27,28
6509,11,52,10,2001,58956,R,2,2,0,mar,div,did not cohab,898,Mo and yr given,1043,Mo and yr given,898,Mo and yr given,1043,Mo and yr given,1043,Mo and yr given,,,,,mar,intact,No,1074,Mo and yr given,0,Mo and yr given,1074,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,MALE,COHAB NOT CIRCLED,INAPPLICABLE,635,Illinois,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-DIVORCED,INAPPLICABLE,0,1,1,40,40,0,0,Illinois,0,1977,1953,24,
6510,3,51,5,2003,58964,R,1,1,0,mar,intact,did not cohab,910,Mo and yr given,0,Mo and yr given,910,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,615,South Carolina,YES,8,INAPPLICABLE,NO,40,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,910,0,1,1,40,40,1,0,South Carolina,0,1985,1951,34,
6513,3,53,2,2001,59005,R,4,4,2,mar,div,did not cohab,862,Mo and yr given,9998,No yr,862,Mo and yr given,907,Mo and yr given,9998,No yr,,,,,coh,wid,Yes,925,Mo and yr given,949,Mo and yr given,931,Mo and yr given,0,Mo and yr given,,,949,Mth and yr given,925,Mo and yr given,mar,div,No,991,Mo and yr given,1061,Mo and yr given,991,Mo and yr given,1051,Mo and yr given,1061,Mo and yr given,,,,,coh,intact,Yes,1146,Mo and yr given,0,Mo and yr given,1204,Mo and yr given,0,Mo and yr given,,,,,1146,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,SEPARATED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,639,Rhode Island,YES,60,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,24500,NOT COHAB-SEPARATD,INAPPLICABLE,1,1,1,60,60,0,0,Rhode Island,1975,1981,1953,28,22
6520,7,48,1,2002,59097,R,1,1,0,mar,intact,did not cohab,882,Mo and yr given,0,Mo and yr given,882,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,583,Georgia,YES,60,INAPPLICABLE,NO,45,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,392000,MARRIED/LIVE W/SP,882,0,1,1,45,45,1,0,Georgia,1973,1984,1949,35,24
6524,7,46,3,2002,59122,R,1,1,0,mar,intact,did not cohab,826,Mo and yr given,0,Mo and yr given,826,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,559,Arkansas,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,INAPPLICABLE,YES,196000,MARRIED/LIVE W/SP,826,0,1,0,0,0,1,0,Arkansas,0,1977,1947,30,
6527,7,48,11,2001,59151,R,3,2,1,mar,div,did not cohab,885,Mo and yr given,946,Mo and yr given,885,Mo and yr given,946,Mo and yr given,946,Mo and yr given,,,,,coh,div,Yes,985,Mo and yr given,1095,Mo and yr given,991,Mo and yr given,1092,Mo and yr given,1095,Mo and yr given,,,985,Mo and yr given,coh,intact,No,1098,Mth alloc midyr,0,Mo and yr given,0,Mo and yr given,0,Mo and yr given,,,,,1098,Mth alloc midyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,583,Sri Lanka,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,991,1,1,1,40,40,1,0,Sri Lanka,0,0,1949,,
6534,8,46,8,2002,59249,R,2,2,1,mar,div,did not cohab,824,Mo and yr given,1171,Mo and yr given,824,Mo and yr given,1171,Mo and yr given,1171,Mo and yr given,,,,,coh,intact,Yes,1191,Mo and yr given,0,Mo and yr given,1208,Mo and yr given,0,Mo and yr given,,,,,1191,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,560,Michigan,YES,48,INAPPLICABLE,NO,40,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,824,0,1,1,40,40,1,0,Michigan,1972,1927,1947,-20,25
